Identificador,Producto,Categoria,Precio
5576,Libreta 90 hojas Scribe 8074,Papelería,5087.7
5577,Ventilador Taurus 8504,Hogar,18942.29
5578,Set Playmobil 6140,Juguetes,2275.85
5579,Microondas Samsung 8488,Hogar,4800.27
5580,Pantalón Levi's 1715,Ropa,14224.96
5581,Marcadores Sharpie 366,Papelería,19295.19
5582,Microondas Samsung 7589,Hogar,16950.2
5583,Cafetera Nespresso 4441,Hogar,14697.04
5584,Plancha Philips 3813,Hogar,6510.48
5585,Laptop Lenovo 9252,Electrónica,16115.96
5586,Muñeca Barbie 8555,Juguetes,3570.02
5587,Plancha Philips 9485,Hogar,4102.58
5588,Tijeras Fiskars 8906,Papelería,7314.78
5589,Puzzle 3D CubicFun 9553,Juguetes,13682.16
5590,Traje Hugo Boss 1068,Ropa,13430.3
5591,Camiseta marca Nike 7265,Ropa,15570.27
5592,Bocina JBL 373,Electrónica,8527.35
5593,Rompecabezas Ravensburger 5067,Juguetes,18809.33
5594,Figura Funko Pop 6893,Juguetes,15437.21
5595,Muñeca Barbie 9946,Juguetes,1479.01
5596,Drone DJI Mini 5964,Juguetes,1042.01
5597,Chanclas Adidas 7776,Calzado,75.61
5598,Televisor LG 474,Electrónica,8328.12
5599,Pantalón Levi's 4352,Ropa,19316.61
5600,Falda Bershka 6479,Ropa,12457.35
5601,Zapatillas Skechers 723,Calzado,10289.71
5602,Tostadora Hamilton 7852,Hogar,18985.73
5603,Pantalón Levi's 3623,Ropa,14660.55
5604,Tostadora Hamilton 8568,Hogar,1276.15
5605,Tacones Steve Madden 8368,Calzado,18370.32
5606,Tenis Converse 2537,Calzado,13955.63
5607,Chamarra North Face 8610,Ropa,3914.69
5608,Falda Bershka 92,Ropa,7532.35
5609,Licuadora Oster 2277,Hogar,2738.56
5610,Tostadora Hamilton 5761,Hogar,13616.58
5611,Televisor LG 5882,Electrónica,1810.16
5612,Jeans Wrangler 300,Ropa,10277.89
5613,Chamarra North Face 9565,Ropa,13034.67
5614,Polo Lacoste 4535,Ropa,962.49
5615,Cámara Canon 9648,Electrónica,6043.66
5616,Tijeras Fiskars 3533,Papelería,4182.21
5617,Traje Hugo Boss 2588,Ropa,2937.5
5618,Post-it 3M 7608,Papelería,18714.11
5619,Aspiradora Dyson 1646,Hogar,10972.56
5620,Drone DJI Mini 5848,Juguetes,14602.07
5621,Set Playmobil 825,Juguetes,183.84
5622,Tacones Steve Madden 7033,Calzado,5470.6
5623,Sudadera Adidas 9463,Ropa,16304.23
5624,Audífonos Sony 2453,Electrónica,18087.78
5625,Rompecabezas Ravensburger 9356,Juguetes,750.82
5626,Figura Funko Pop 1592,Juguetes,5587.99
5627,Corrector Paper Mate 8928,Papelería,10886.9
5628,Botas Timberland 1551,Calzado,4307.8
5629,Pelota Nerf 423,Juguetes,15836.55
5630,Audífonos Sony 5790,Electrónica,15929.76
5631,Tenis Vans 4247,Calzado,11608.19
5632,Batidora KitchenAid 4218,Hogar,6476.31
5633,Vestido Zara 433,Ropa,643.47
5634,Traje Hugo Boss 1472,Ropa,8830.77
5635,Aspiradora Dyson 2426,Hogar,10631.27
5636,Sudadera Adidas 3920,Ropa,15736.99
5637,Short Puma 7628,Ropa,18769.07
5638,Tenis Converse 3322,Calzado,7313.92
5639,Carro Hot Wheels 5212,Juguetes,5881.96
5640,Tren Thomas 7650,Juguetes,10181.66
5641,Sudadera Adidas 3610,Ropa,10214.1
5642,Cafetera Nespresso 6613,Hogar,14624.76
5643,Polo Lacoste 2044,Ropa,10731.16
5644,Pantalón Levi's 7038,Ropa,15804.61
5645,Cafetera Nespresso 1214,Hogar,18881.06
5646,Botines Dr Martens 8589,Calzado,7042.61
5647,Pantalón Levi's 9087,Ropa,10041.61
5648,Marcadores Sharpie 6049,Papelería,967.47
5649,Mocasines Gucci 4481,Calzado,9804.44
5650,Libreta 90 hojas Scribe 4607,Papelería,5688.8
5651,Tenis Vans 3666,Calzado,13099.13
5652,Tijeras Fiskars 4861,Papelería,18293.43
5653,Set Playmobil 6823,Juguetes,9275.27
5654,Corrector Paper Mate 491,Papelería,17417.34
5655,Teléfono Samsung 3728,Electrónica,1028.5
5656,Camiseta marca Nike 8143,Ropa,3307.14
5657,Audífonos Sony 2921,Electrónica,8662.03
5658,Cuaderno Oxford 4425,Papelería,12648.79
5659,Post-it 3M 4660,Papelería,13099.54
5660,Tenis Vans 3412,Calzado,3240.54
5661,Audífonos Sony 4061,Electrónica,10524.8
5662,Traje Hugo Boss 5679,Ropa,8903.58
5663,Aspiradora Dyson 203,Hogar,19110.07
5664,Tenis Vans 581,Calzado,7998.63
5665,Pluma Bic 9973,Papelería,3103.38
5666,Cafetera Nespresso 1102,Hogar,12615
5667,Tablet Apple 9634,Electrónica,2221.89
5668,Post-it 3M 691,Papelería,3697.55
5669,Monitor Dell 2476,Electrónica,12216.24
5670,Tablet Apple 8073,Electrónica,18874.21
5671,Plancha Philips 3045,Hogar,11340.24
5672,Short Puma 9465,Ropa,3499.91
5673,Zapatillas Skechers 6057,Calzado,13622.09
5674,Lapicera Maped 4246,Papelería,491.77
5675,Short Puma 3192,Ropa,12266.82
5676,Camiseta marca Nike 3520,Ropa,3692.68
5677,Jeans Wrangler 7479,Ropa,16205.57
5678,Short Puma 1204,Ropa,14713.26
5679,Rompecabezas Ravensburger 7241,Juguetes,10773.86
5680,Ventilador Taurus 3140,Hogar,16700.38
5681,Tren Thomas 1705,Juguetes,16748.35
5682,Cafetera Nespresso 6614,Hogar,7018.32
5683,Aspiradora Dyson 2857,Hogar,11015.14
5684,Consola Xbox 2212,Electrónica,63.3
5685,Teléfono Samsung 3362,Electrónica,8625.66
5686,Televisor LG 2497,Electrónica,8530.15
5687,Sudadera Adidas 7989,Ropa,1585.46
5688,Aspiradora Dyson 6946,Hogar,19132.59
5689,Post-it 3M 4424,Papelería,17306.99
5690,Lapicera Maped 3058,Papelería,2817.9
5691,Laptop Lenovo 4349,Electrónica,1140.91
5692,Lapicera Maped 1579,Papelería,3070.13
5693,Drone DJI Mini 6686,Juguetes,19952.92
5694,Corrector Paper Mate 997,Papelería,4650.09
5695,Smartwatch Garmin 5552,Electrónica,18744.03
5696,Carpeta Office Depot 6802,Papelería,14252.5
5697,Post-it 3M 8246,Papelería,16005.51
5698,Bocina JBL 5797,Electrónica,14891.31
5699,Traje Hugo Boss 7384,Ropa,2835.74
5700,Cámara Canon 4195,Electrónica,19358.46
5701,Microondas Samsung 2564,Hogar,3086.85
5702,Chanclas Adidas 6764,Calzado,2228.51
5703,Mocasines Gucci 8044,Calzado,7226.68
5704,Mocasines Gucci 2332,Calzado,15040.77
5705,Carro Hot Wheels 8089,Juguetes,12272.35
5706,Bocina JBL 5936,Electrónica,12467.65
5707,Tren Thomas 3680,Juguetes,19788.61
5708,Marcadores Sharpie 4074,Papelería,14302.57
5709,Cafetera Nespresso 6948,Hogar,18746.72
5710,Sandalias Crocs 9996,Calzado,13317.78
5711,Teléfono Samsung 9360,Electrónica,7671.56
5712,Muñeca Barbie 8554,Juguetes,5721.43
5713,Botas Timberland 8995,Calzado,2818.55
5714,Carpeta Office Depot 3500,Papelería,5936.05
5715,Cámara Canon 9560,Electrónica,3274.33
5716,Aspiradora Dyson 751,Hogar,18882.15
5717,Tenis Vans 3003,Calzado,15221.14
5718,Libreta 90 hojas Scribe 4418,Papelería,3373.4
5719,Televisor LG 4859,Electrónica,917.03
5720,Polo Lacoste 7578,Ropa,2729.19
5721,Botas Timberland 7390,Calzado,1878.93
5722,Marcadores Sharpie 6195,Papelería,1478.38
5723,Chanclas Adidas 6987,Calzado,14035.65
5724,Pantalón Levi's 3973,Ropa,16373.82
5725,Chanclas Adidas 2245,Calzado,11972.66
5726,Tablet Apple 6587,Electrónica,8235.26
5727,Tenis Vans 6732,Calzado,5091.44
5728,Corrector Paper Mate 9392,Papelería,9951.58
5729,Audífonos Sony 4479,Electrónica,18276.31
5730,Licuadora Oster 2649,Hogar,16916
5731,Sudadera Adidas 4029,Ropa,5966.12
5732,Pantalón Levi's 2643,Ropa,15758.29
5733,Aspiradora Dyson 6512,Hogar,4360.11
5734,Tenis Vans 3417,Calzado,7990.98
5735,Vestido Zara 1911,Ropa,6501.45
5736,Sandalias Crocs 1328,Calzado,849.8
5737,Polo Lacoste 8536,Ropa,7698.57
5738,Tijeras Fiskars 8507,Papelería,17650.55
5739,Horno Whirlpool 9478,Hogar,19325.26
5740,Televisor LG 396,Electrónica,12304.63
5741,Tacones Steve Madden 4925,Calzado,14651.08
5742,Camiseta marca Nike 419,Ropa,17142.31
5743,Cámara Canon 9975,Electrónica,16561.14
5744,Figura Funko Pop 3971,Juguetes,11484.95
5745,Monitor Dell 9765,Electrónica,1792.89
5746,Chanclas Adidas 9166,Calzado,17010.95
5747,Muñeca Barbie 1891,Juguetes,17439.3
5748,Licuadora Oster 8803,Hogar,13160.08
5749,Carpeta Office Depot 9770,Papelería,1429.96
5750,Televisor LG 4280,Electrónica,5425
5751,Cafetera Nespresso 7133,Hogar,1613.83
5752,Lapicera Maped 7179,Papelería,2183.33
5753,Tostadora Hamilton 9368,Hogar,5086.31
5754,Pelota Nerf 1418,Juguetes,17285.02
5755,Chamarra North Face 5150,Ropa,1191.82
5756,Tablet Apple 2833,Electrónica,18035.59
5757,Chamarra North Face 3555,Ropa,16255.78
5758,Audífonos Sony 1735,Electrónica,17169.65
5759,Falda Bershka 3855,Ropa,10071.02
5760,Short Puma 801,Ropa,5261.11
5761,Sudadera Adidas 1071,Ropa,6495.14
5762,Monitor Dell 8203,Electrónica,11920.47
5763,Tablet Apple 2811,Electrónica,4064.81
5764,Laptop Lenovo 3200,Electrónica,17882.83
5765,Libreta 90 hojas Scribe 9852,Papelería,5979.75
5766,Libreta 90 hojas Scribe 3363,Papelería,16923.88
5767,Figura Funko Pop 2748,Juguetes,3358.41
5768,Refrigerador Mabe 3625,Hogar,4826.3
5769,Zapatos Clarks 2898,Calzado,19576.75
5770,Muñeca Barbie 8450,Juguetes,1129.18
5771,Teléfono Samsung 6674,Electrónica,13777.34
5772,Horno Whirlpool 8139,Hogar,1296.75
5773,Post-it 3M 6173,Papelería,2379.05
5774,Ventilador Taurus 4099,Hogar,19467.71
5775,Cámara Canon 211,Electrónica,17315.48
5776,Tacones Steve Madden 6274,Calzado,871.13
5777,Set Playmobil 3158,Juguetes,13002.19
5778,Falda Bershka 7887,Ropa,13229.12
5779,Tacones Steve Madden 3451,Calzado,12317.32
5780,Aspiradora Dyson 870,Hogar,14040.57
5781,Set Playmobil 4335,Juguetes,13415.17
5782,Chamarra North Face 6646,Ropa,3753.06
5783,Botas Timberland 5537,Calzado,227.36
5784,Short Puma 4604,Ropa,2337.84
5785,Falda Bershka 1057,Ropa,8212.59
5786,Pelota Nerf 9675,Juguetes,7168.15
5787,Puzzle 3D CubicFun 7611,Juguetes,18910.69
5788,Mocasines Gucci 764,Calzado,8591.85
5789,Smartwatch Garmin 2138,Electrónica,17340.92
5790,Ventilador Taurus 653,Hogar,17419.58
5791,Sudadera Adidas 5490,Ropa,1193.19
5792,Audífonos Sony 1827,Electrónica,16458.72
5793,Figura Funko Pop 7989,Juguetes,5971.67
5794,Sandalias Crocs 1853,Calzado,7850.77
5795,Pelota Nerf 6666,Juguetes,14574.04
5796,Tablet Apple 5088,Electrónica,2998.82
5797,Batidora KitchenAid 5636,Hogar,8592.56
5798,Audífonos Sony 8714,Electrónica,13690.1
5799,Rompecabezas Ravensburger 8885,Juguetes,10738.79
5800,Post-it 3M 6036,Papelería,3153.22
5801,Cafetera Nespresso 2643,Hogar,3778.31
5802,Corrector Paper Mate 4543,Papelería,17955.75
5803,Aspiradora Dyson 4514,Hogar,19569.91
5804,Drone DJI Mini 8701,Juguetes,10822.56
5805,Smartwatch Garmin 4833,Electrónica,15263.81
5806,Tenis Vans 2243,Calzado,17678.31
5807,Polo Lacoste 5086,Ropa,17796.33
5808,Tenis Vans 6899,Calzado,4185.01
5809,Televisor LG 1784,Electrónica,9775.77
5810,Zapatos Clarks 9751,Calzado,16525.25
5811,Chamarra North Face 1544,Ropa,13390.7
5812,Chanclas Adidas 6318,Calzado,6957.74
5813,Bocina JBL 3536,Electrónica,11442.28
5814,Set Playmobil 328,Juguetes,3320.25
5815,Falda Bershka 7601,Ropa,11091.87
5816,Lego Star Wars 6645,Juguetes,10122.76
5817,Monitor Dell 3573,Electrónica,16231.39
5818,Cafetera Nespresso 3057,Hogar,9931.5
5819,Aspiradora Dyson 4147,Hogar,11422.14
5820,Sudadera Adidas 7363,Ropa,1987.54
5821,Refrigerador Mabe 2816,Hogar,11010.62
5822,Set Playmobil 5600,Juguetes,4287
5823,Tostadora Hamilton 3044,Hogar,213.7
5824,Licuadora Oster 3090,Hogar,5316.41
5825,Tijeras Fiskars 4225,Papelería,72.88
5826,Monitor Dell 75,Electrónica,14219.21
5827,Vestido Zara 8652,Ropa,2916.22
5828,Chanclas Adidas 6287,Calzado,1343.95
5829,Cafetera Nespresso 1741,Hogar,9425.51
5830,Chanclas Adidas 8955,Calzado,10843.95
5831,Monitor Dell 4254,Electrónica,11846.36
5832,Drone DJI Mini 5158,Juguetes,10104.29
5833,Microondas Samsung 3142,Hogar,5805.91
5834,Televisor LG 9625,Electrónica,1309.59
5835,Muñeca Barbie 8130,Juguetes,11558.44
5836,Microondas Samsung 3679,Hogar,10367.81
5837,Pelota Nerf 711,Juguetes,16847.77
5838,Microondas Samsung 1542,Hogar,5838.81
5839,Pantalón Levi's 3277,Ropa,7935.55
5840,Zapatos Clarks 845,Calzado,7392.63
5841,Lapicera Maped 8571,Papelería,2560.21
5842,Rompecabezas Ravensburger 6661,Juguetes,17992.74
5843,Tenis Vans 7951,Calzado,2925.07
5844,Tenis Vans 6554,Calzado,18569.15
5845,Muñeca Barbie 9920,Juguetes,15276.2
5846,Puzzle 3D CubicFun 3124,Juguetes,18254.47
5847,Carro Hot Wheels 8080,Juguetes,19410.99
5848,Pluma Bic 2987,Papelería,6995.78
5849,Libreta 90 hojas Scribe 4838,Papelería,15969.58
5850,Puzzle 3D CubicFun 9404,Juguetes,3178.42
5851,Tablet Apple 5870,Electrónica,3433.76
5852,Libreta 90 hojas Scribe 7296,Papelería,16146.83
5853,Botas Timberland 3055,Calzado,16659.84
5854,Bocina JBL 369,Electrónica,15830.03
5855,Smartwatch Garmin 9008,Electrónica,8194.02
5856,Marcadores Sharpie 9651,Papelería,3051.58
5857,Horno Whirlpool 4010,Hogar,5877.24
5858,Libreta 90 hojas Scribe 4712,Papelería,4768.18
5859,Refrigerador Mabe 1266,Hogar,13550.74
5860,Tostadora Hamilton 7463,Hogar,19871.77
5861,Teléfono Samsung 6131,Electrónica,14327.13
5862,Teléfono Samsung 6057,Electrónica,13244.34
5863,Tostadora Hamilton 4816,Hogar,12564.44
5864,Plancha Philips 1546,Hogar,18390.99
5865,Figura Funko Pop 8377,Juguetes,19763.96
5866,Vestido Zara 5026,Ropa,15203.9
5867,Carpeta Office Depot 9377,Papelería,3077.07
5868,Tenis Vans 4749,Calzado,6786.93
5869,Bocina JBL 3550,Electrónica,7652.42
5870,Tenis Vans 2391,Calzado,1486.46
5871,Figura Funko Pop 3471,Juguetes,1391.43
5872,Audífonos Sony 3182,Electrónica,10175.96
5873,Carpeta Office Depot 1690,Papelería,11480.1
5874,Tacones Steve Madden 8742,Calzado,1995.35
5875,Zapatos Clarks 3663,Calzado,4912.74
5876,Camiseta marca Nike 2734,Ropa,16961.23
5877,Zapatos Clarks 4261,Calzado,4240.01
5878,Zapatillas Skechers 1696,Calzado,10365.27
5879,Laptop Lenovo 3004,Electrónica,12926.93
5880,Tostadora Hamilton 4037,Hogar,923.9
5881,Ventilador Taurus 556,Hogar,18487.73
5882,Aspiradora Dyson 7145,Hogar,3771.65
5883,Figura Funko Pop 2119,Juguetes,18498.08
5884,Muñeca Barbie 241,Juguetes,2764.77
5885,Zapatillas Skechers 1658,Calzado,8310.43
5886,Plancha Philips 3354,Hogar,19722.51
5887,Camiseta marca Nike 4949,Ropa,18391.35
5888,Corrector Paper Mate 1321,Papelería,2851.51
5889,Mocasines Gucci 3990,Calzado,11908.29
5890,Polo Lacoste 784,Ropa,3775.96
5891,Aspiradora Dyson 4457,Hogar,3263.5
5892,Batidora KitchenAid 9617,Hogar,12014.39
5893,Horno Whirlpool 3131,Hogar,16602.79
5894,Cámara Canon 7862,Electrónica,567.46
5895,Carpeta Office Depot 8213,Papelería,18696.82
5896,Bocina JBL 6724,Electrónica,11515.4
5897,Monitor Dell 2405,Electrónica,18954.55
5898,Muñeca Barbie 6403,Juguetes,9702.38
5899,Bocina JBL 3958,Electrónica,10940.76
5900,Batidora KitchenAid 8043,Hogar,12069.11
5901,Aspiradora Dyson 9580,Hogar,15442.17
5902,Monitor Dell 3855,Electrónica,12452.56
5903,Carpeta Office Depot 3671,Papelería,541.96
5904,Rompecabezas Ravensburger 2281,Juguetes,10653.29
5905,Figura Funko Pop 4668,Juguetes,10041.5
5906,Sandalias Crocs 2042,Calzado,19315.68
5907,Resaltadores Stabilo 3193,Papelería,10603.8
5908,Lego Star Wars 6131,Juguetes,7160.59
5909,Sandalias Crocs 6908,Calzado,6611.24
5910,Laptop Lenovo 6496,Electrónica,17662.42
5911,Puzzle 3D CubicFun 336,Juguetes,3679.46
5912,Puzzle 3D CubicFun 8258,Juguetes,15825.25
5913,Carro Hot Wheels 1300,Juguetes,3224.33
5914,Polo Lacoste 6539,Ropa,15242.4
5915,Audífonos Sony 1632,Electrónica,843.98
5916,Corrector Paper Mate 1181,Papelería,12624.79
5917,Refrigerador Mabe 1396,Hogar,9742.03
5918,Drone DJI Mini 2318,Juguetes,17548.88
5919,Post-it 3M 3498,Papelería,3616
5920,Cuaderno Oxford 5570,Papelería,16807.34
5921,Laptop Lenovo 6133,Electrónica,3782.59
5922,Jeans Wrangler 1383,Ropa,1312.89
5923,Consola Xbox 6660,Electrónica,2395.19
5924,Post-it 3M 7946,Papelería,13133.65
5925,Post-it 3M 3971,Papelería,2815.46
5926,Drone DJI Mini 2972,Juguetes,14979.17
5927,Corrector Paper Mate 4522,Papelería,13538.54
5928,Botines Dr Martens 1171,Calzado,19278.96
5929,Post-it 3M 9467,Papelería,5055.75
5930,Zapatos Clarks 1633,Calzado,3771.07
5931,Zapatillas Skechers 2628,Calzado,5297.33
5932,Carpeta Office Depot 9443,Papelería,17418.54
5933,Tablet Apple 5374,Electrónica,5553.75
5934,Cuaderno Oxford 2040,Papelería,15188.49
5935,Tijeras Fiskars 4546,Papelería,336.8
5936,Pelota Nerf 2955,Juguetes,11771.22
5937,Resaltadores Stabilo 8870,Papelería,13949.03
5938,Carro Hot Wheels 3812,Juguetes,6009.66
5939,Pluma Bic 7072,Papelería,3808.35
5940,Laptop Lenovo 9557,Electrónica,14608.93
5941,Pluma Bic 7561,Papelería,7226.51
5942,Teléfono Samsung 8777,Electrónica,14522.58
5943,Horno Whirlpool 2223,Hogar,12452.9
5944,Teléfono Samsung 5251,Electrónica,3962.44
5945,Cuaderno Oxford 6309,Papelería,11508.16
5946,Consola Xbox 187,Electrónica,4988.44
5947,Pantalón Levi's 4644,Ropa,17039.43
5948,Sudadera Adidas 2971,Ropa,7539.21
5949,Sandalias Crocs 4856,Calzado,9964.46
5950,Jeans Wrangler 8449,Ropa,15966.85
5951,Falda Bershka 4846,Ropa,11563.85
5952,Polo Lacoste 939,Ropa,8672.91
5953,Camiseta marca Nike 5710,Ropa,12649.75
5954,Mocasines Gucci 1959,Calzado,7162.41
5955,Corrector Paper Mate 3879,Papelería,3403.32
5956,Tijeras Fiskars 4033,Papelería,7633.46
5957,Botines Dr Martens 7918,Calzado,9735.95
5958,Traje Hugo Boss 8058,Ropa,2707.88
5959,Botas Timberland 5203,Calzado,15458.21
5960,Zapatillas Skechers 9178,Calzado,9771.34
5961,Tijeras Fiskars 4564,Papelería,3196.59
5962,Botines Dr Martens 5155,Calzado,1286.57
5963,Puzzle 3D CubicFun 3271,Juguetes,19399.35
5964,Pelota Nerf 577,Juguetes,2064.4
5965,Microondas Samsung 8700,Hogar,4437.95
5966,Tablet Apple 1918,Electrónica,19773.62
5967,Rompecabezas Ravensburger 4499,Juguetes,6728.69
5968,Resaltadores Stabilo 9734,Papelería,17245.84
5969,Puzzle 3D CubicFun 239,Juguetes,10268.32
5970,Jeans Wrangler 1400,Ropa,5875.71
5971,Pantalón Levi's 5168,Ropa,16151.86
5972,Plancha Philips 6546,Hogar,420.35
5973,Zapatillas Skechers 3317,Calzado,5326.05
5974,Consola Xbox 3966,Electrónica,10918.01
5975,Laptop Lenovo 1943,Electrónica,19296.33
5976,Tostadora Hamilton 2543,Hogar,10683.53
5977,Set Playmobil 6663,Juguetes,494.19
5978,Tacones Steve Madden 7965,Calzado,9606.1
5979,Cámara Canon 1750,Electrónica,4640.16
5980,Chamarra North Face 2918,Ropa,8111.47
5981,Corrector Paper Mate 6853,Papelería,12380.75
5982,Chanclas Adidas 9167,Calzado,7138.55
5983,Cámara Canon 750,Electrónica,1324.53
5984,Laptop Lenovo 1988,Electrónica,1224.13
5985,Sudadera Adidas 7717,Ropa,14877.27
5986,Polo Lacoste 6559,Ropa,13267.64
5987,Licuadora Oster 4607,Hogar,11563.16
5988,Smartwatch Garmin 8901,Electrónica,3834.18
5989,Corrector Paper Mate 2077,Papelería,17063.89
5990,Marcadores Sharpie 1703,Papelería,8215.93
5991,Rompecabezas Ravensburger 7750,Juguetes,4612.13
5992,Tacones Steve Madden 7221,Calzado,18235.39
5993,Sandalias Crocs 4043,Calzado,10344.57
5994,Tablet Apple 985,Electrónica,6996.2
5995,Libreta 90 hojas Scribe 6161,Papelería,2873.47
5996,Licuadora Oster 6335,Hogar,14461.69
5997,Cámara Canon 4936,Electrónica,7184.73
5998,Mocasines Gucci 9556,Calzado,10014.83
5999,Refrigerador Mabe 1028,Hogar,4919.65
6000,Muñeca Barbie 7889,Juguetes,11805.71
6001,Plancha Philips 5968,Hogar,3644.67
6002,Tostadora Hamilton 2905,Hogar,18315.93
6003,Marcadores Sharpie 5828,Papelería,12860.03
6004,Monitor Dell 5160,Electrónica,17438.05
6005,Microondas Samsung 7987,Hogar,1677.96
6006,Botas Timberland 7935,Calzado,17997.39
6007,Cámara Canon 9342,Electrónica,5581.94
6008,Post-it 3M 1853,Papelería,14282.52
6009,Drone DJI Mini 4317,Juguetes,2011.65
6010,Short Puma 2988,Ropa,16196.55
6011,Libreta 90 hojas Scribe 7090,Papelería,3659.13
6012,Microondas Samsung 1596,Hogar,3749.29
6013,Figura Funko Pop 8402,Juguetes,2341.08
6014,Mocasines Gucci 3986,Calzado,11306.88
6015,Monitor Dell 4954,Electrónica,19719.33
6016,Chanclas Adidas 2659,Calzado,13004.03
6017,Chanclas Adidas 1122,Calzado,7649.08
6018,Marcadores Sharpie 7666,Papelería,16335.86
6019,Smartwatch Garmin 1353,Electrónica,6555.78
6020,Vestido Zara 8054,Ropa,2008.87
6021,Vestido Zara 7872,Ropa,8362.17
6022,Mocasines Gucci 3771,Calzado,11356.31
6023,Chanclas Adidas 8116,Calzado,13510.6
6024,Bocina JBL 1792,Electrónica,7628.85
6025,Botines Dr Martens 9949,Calzado,12201.98
6026,Zapatos Clarks 6878,Calzado,11635.48
6027,Corrector Paper Mate 5331,Papelería,4634.11
6028,Televisor LG 2264,Electrónica,15318.43
6029,Resaltadores Stabilo 2870,Papelería,3594.79
6030,Plancha Philips 8025,Hogar,531.95
6031,Teléfono Samsung 9563,Electrónica,13019.48
6032,Tren Thomas 8192,Juguetes,10915.73
6033,Muñeca Barbie 4704,Juguetes,15733.52
6034,Corrector Paper Mate 8007,Papelería,12594.17
6035,Microondas Samsung 2632,Hogar,8144.87
6036,Jeans Wrangler 5745,Ropa,9748.61
6037,Short Puma 837,Ropa,12098.74
6038,Audífonos Sony 5080,Electrónica,18039.88
6039,Microondas Samsung 4901,Hogar,4673.87
6040,Microondas Samsung 1004,Hogar,6385.75
6041,Corrector Paper Mate 3426,Papelería,19495.98
6042,Sudadera Adidas 5989,Ropa,5131.65
6043,Televisor LG 1848,Electrónica,11340.21
6044,Libreta 90 hojas Scribe 3762,Papelería,17779.1
6045,Zapatos Clarks 1502,Calzado,3491.05
6046,Plancha Philips 631,Hogar,5593.63
6047,Resaltadores Stabilo 6811,Papelería,11135.11
6048,Chanclas Adidas 5710,Calzado,11026.84
6049,Teléfono Samsung 9630,Electrónica,5695.88
6050,Rompecabezas Ravensburger 9318,Juguetes,10181.64
6051,Consola Xbox 8114,Electrónica,10378.99
6052,Lapicera Maped 7880,Papelería,271.99
6053,Bocina JBL 7342,Electrónica,17893.07
6054,Falda Bershka 5364,Ropa,4849.13
6055,Jeans Wrangler 2340,Ropa,19990.63
6056,Licuadora Oster 7626,Hogar,1076.13
6057,Lego Star Wars 5516,Juguetes,3523.24
6058,Set Playmobil 1137,Juguetes,15558.91
6059,Post-it 3M 944,Papelería,14853.97
6060,Zapatos Clarks 2098,Calzado,2958.75
6061,Monitor Dell 684,Electrónica,17415.29
6062,Bocina JBL 4042,Electrónica,14329.64
6063,Tostadora Hamilton 1687,Hogar,13935.8
6064,Botines Dr Martens 2909,Calzado,9165.4
6065,Tenis Converse 3069,Calzado,9253.68
6066,Chamarra North Face 2794,Ropa,19133.69
6067,Cuaderno Oxford 3727,Papelería,17275.92
6068,Traje Hugo Boss 7785,Ropa,15026.07
6069,Sudadera Adidas 9383,Ropa,14052.43
6070,Consola Xbox 2228,Electrónica,13149.8
6071,Lego Star Wars 7838,Juguetes,16930.12
6072,Polo Lacoste 4866,Ropa,8867.23
6073,Zapatos Clarks 3880,Calzado,969.98
6074,Libreta 90 hojas Scribe 9529,Papelería,12672.13
6075,Laptop Lenovo 1245,Electrónica,2603.16
6076,Tablet Apple 2262,Electrónica,5880.5
6077,Vestido Zara 430,Ropa,5102.78
6078,Audífonos Sony 530,Electrónica,19834.28
6079,Lapicera Maped 3687,Papelería,11991.29
6080,Zapatos Clarks 6919,Calzado,18891.22
6081,Batidora KitchenAid 9225,Hogar,9914.56
6082,Tostadora Hamilton 3488,Hogar,6723.43
6083,Tenis Converse 1532,Calzado,563.12
6084,Set Playmobil 639,Juguetes,13477.27
6085,Lego Star Wars 5751,Juguetes,17393.93
6086,Mocasines Gucci 6956,Calzado,5809.78
6087,Rompecabezas Ravensburger 4984,Juguetes,6573.85
6088,Drone DJI Mini 1912,Juguetes,14913.25
6089,Muñeca Barbie 2837,Juguetes,12953.93
6090,Tablet Apple 7847,Electrónica,10028.67
6091,Televisor LG 4284,Electrónica,1506.38
6092,Zapatillas Skechers 5997,Calzado,4713.85
6093,Consola Xbox 8680,Electrónica,4559.55
6094,Traje Hugo Boss 561,Ropa,13214.57
6095,Laptop Lenovo 5437,Electrónica,19554.27
6096,Carro Hot Wheels 8269,Juguetes,11070.49
6097,Botas Timberland 9594,Calzado,7806.67
6098,Resaltadores Stabilo 8827,Papelería,5804.82
6099,Consola Xbox 1771,Electrónica,6651.56
6100,Resaltadores Stabilo 2196,Papelería,19602.28
6101,Chamarra North Face 817,Ropa,6607.87
6102,Drone DJI Mini 3561,Juguetes,9312.69
6103,Set Playmobil 9329,Juguetes,6912.89
6104,Plancha Philips 4618,Hogar,12285.54
6105,Refrigerador Mabe 3837,Hogar,14758.86
6106,Libreta 90 hojas Scribe 3554,Papelería,9049.21
6107,Cafetera Nespresso 421,Hogar,6738.23
6108,Carro Hot Wheels 1756,Juguetes,1478.63
6109,Zapatillas Skechers 7630,Calzado,6401.35
6110,Monitor Dell 4916,Electrónica,15683.21
6111,Cafetera Nespresso 2822,Hogar,5215.09
6112,Audífonos Sony 2814,Electrónica,4095.84
6113,Lapicera Maped 5276,Papelería,10227.61
